"ID","shLuci_vitro_v2_1","shLuci_vitro_v2_2","shLuci_vitro_v2_3","shLuci_vivo_v2_1_NN","shLuci_vivo_v2_2_NN","shLuci_vivo_v2_3_NN","shRad21_vitro_v2_1","shRad21_vitro_v2_2","shRad21_vitro_v2_3","shRad21_vivo_v2_1_NN","shRad21_vivo_v2_2_NN","shRad21_vivo_v2_3_NN"
"ENSMUSG00000096402",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096403",449,558,611,943,824,925,720,588,745,842,904,778
"ENSMUSG00000096405",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096406",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096407",0,0,0,1,1,2,0,0,0,2,0,0
"ENSMUSG00000096408",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096409",0,0,0,0,5,0,0,0,0,0,0,0
"ENSMUSG00000096410",0,0,0,0,0,4,0,0,0,1,13,0
"ENSMUSG00000096411",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096412",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096413",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096414",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096415",0,0,1,0,0,0,0,0,1,0,0,0
"ENSMUSG00000096417",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096420",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096421",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096422",0,0,0,282,115,921,0,0,0,3432,1,7
"ENSMUSG00000096423",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096424",0,0,0,0,3,0,0,0,0,0,0,0
"ENSMUSG00000096425",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096426",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096427",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096429",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096430",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096431",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096432",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096433",252,297,309,403,358,357,447,350,555,353,375,377
"ENSMUSG00000096434",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096435",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096436",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096437",0,1,2,0,0,0,3,0,0,0,0,0
"ENSMUSG00000096438",1,1,2,0,0,0,2,3,3,0,0,1
"ENSMUSG00000096439",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096440",2,2,4,15,24,21,5,0,2,11,22,19
"ENSMUSG00000096441",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096442",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096444",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000096445",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096446",0,0,0,0,1,1,0,0,0,5,1,5
"ENSMUSG00000096447",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096448",20,20,22,33,18,30,19,20,30,29,24,25
"ENSMUSG00000096449",3,4,2,4,1,4,4,3,12,0,4,1
"ENSMUSG00000096450",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000096451",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096452",2,1,0,141,107,133,11,3,13,37,56,62
"ENSMUSG00000096453",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096454",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096455",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096457",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096458",2,4,4,6,3,2,5,4,7,4,3,3
"ENSMUSG00000096459",0,0,0,80,289,168,0,0,0,0,0,70
"ENSMUSG00000096461",0,0,0,0,1,0,0,0,0,38,0,0
"ENSMUSG00000096462",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096463",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096464",0,0,0,0,56,20,0,0,0,17,0,38
"ENSMUSG00000096465",0,0,0,0,1,1,0,0,0,0,0,0
"ENSMUSG00000096467",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096468",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096470",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096472",661,832,877,1658,1313,1788,860,921,1350,1553,1622,1463
"ENSMUSG00000096473",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096474",7,2,7,1,1,2,4,2,2,1,2,1
"ENSMUSG00000096475",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096476",0,1,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096477",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096478",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096479",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096480",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096481",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096482",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000096483",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096484",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096485",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096486",1,0,0,0,1,2,0,0,1,0,1,1
"ENSMUSG00000096487",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096488",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096490",0,0,0,1,0,26,0,0,0,0,0,0
"ENSMUSG00000096492",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096496",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096497",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096498",0,0,0,0,0,20,0,0,0,0,1,0
"ENSMUSG00000096499",0,0,0,0,2,0,0,0,0,0,2,21
"ENSMUSG00000096500",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096502",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096504",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096505",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096506",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096507",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096508",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096510",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096512",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096513",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096514",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096515",0,0,0,0,318,140,0,0,0,0,0,0
"ENSMUSG00000096516",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096517",1,7,5,3,1,2,4,2,5,6,2,1
"ENSMUSG00000096518",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096519",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000096520",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096521",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096522",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096523",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096524",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096525",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096527",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096528",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096529",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000096530",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096531",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096532",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096533",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096534",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096535",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096536",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096537",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096538",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096539",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096541",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096544",1483,2212,2043,1714,1633,1629,2430,1850,2429,1293,1273,1457
"ENSMUSG00000096546",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000096547",0,0,0,0,0,1,0,1,0,0,0,0
"ENSMUSG00000096549",2,0,2,0,1,0,1,1,2,0,0,0
"ENSMUSG00000096550",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096551",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096553",0,0,1,0,0,0,1,0,1,0,0,0
"ENSMUSG00000096554",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096555",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096557",8,4,7,8,21,20,5,9,11,14,10,9
"ENSMUSG00000096558",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096559",0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000096560",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096561",3,0,1,0,3,2,1,2,2,2,0,5
"ENSMUSG00000096563",0,1,0,0,1,2,0,0,0,1,0,0
"ENSMUSG00000096564",0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000096565",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096566",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096567",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096568",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096569",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096573",0,0,0,0,0,0,0,0,0,0,2,1
"ENSMUSG00000096574",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096576",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096577",0,0,0,0,11,0,0,0,0,0,0,0
"ENSMUSG00000096578",8,12,12,16,23,14,19,9,19,11,19,8
"ENSMUSG00000096579",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096580",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096582",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096583",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096584",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096585",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096586",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096587",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096589",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096591",0,2,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000096592",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096593",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096594",0,0,0,3,195,1,0,0,0,82,0,0
"ENSMUSG00000096595",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096596",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096597",0,0,0,10,0,0,1,0,0,3,0,1
"ENSMUSG00000096598",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096599",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096600",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096601",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096604",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096605",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096606",24,26,23,37,30,27,49,42,70,41,47,35
"ENSMUSG00000096607",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096611",0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000096612",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096613",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096614",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096615",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096617",3,4,2,0,1,0,8,4,4,1,1,0
"ENSMUSG00000096618",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096619",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096620",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096621",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096623",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096624",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096626",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096627",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000096628",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096629",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096630",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000096631",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096632",0,0,0,0,67,41,0,0,0,142,0,36
"ENSMUSG00000096633",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096634",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096635",0,0,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000096638",0,0,0,0,0,0,0,0,0,21,0,0
"ENSMUSG00000096639",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096640",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096641",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096642",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096644",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096645",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096646",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096647",135,178,148,98,126,136,171,164,245,110,131,134
"ENSMUSG00000096648",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096649",0,0,0,3,0,3,1,0,0,0,0,1
"ENSMUSG00000096650",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096651",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096652",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096653",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096654",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096655",20,28,41,0,6,11,28,18,21,0,6,3
"ENSMUSG00000096656",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000096658",0,0,0,0,1,1,0,0,0,0,0,0
"ENSMUSG00000096659",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096660",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096661",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096663",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096664",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096666",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096667",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096668",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096670",0,0,0,0,2,0,0,0,0,0,0,33
"ENSMUSG00000096672",0,0,0,0,82,2,0,0,0,0,0,0
"ENSMUSG00000096673",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096674",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096675",0,0,1,3,3,1,0,0,0,2,0,0
"ENSMUSG00000096676",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000096677",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096678",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096679",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096680",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096681",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096682",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096683",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096684",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096685",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096686",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096687",305,508,629,431,305,302,809,652,996,334,457,313
"ENSMUSG00000096688",0,0,1,0,1,0,0,0,0,0,0,0
"ENSMUSG00000096689",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096690",0,0,0,0,5,4,0,0,0,0,0,0
"ENSMUSG00000096691",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096692",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096694",0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000096695",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000096696",7,9,10,6,3,3,16,18,15,6,6,7
"ENSMUSG00000096697",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096698",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096699",15,5,9,19,15,10,12,7,14,7,5,3
"ENSMUSG00000096700",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096701",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096703",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096704",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096705",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096706",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096707",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096708",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096709",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096710",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096711",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096712",1,2,2,0,0,0,1,2,2,0,0,0
"ENSMUSG00000096713",0,0,0,0,1,1,0,0,0,0,0,0
"ENSMUSG00000096714",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096715",0,0,0,0,0,53,0,0,0,2,1,1
"ENSMUSG00000096716",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096717",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000096718",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096719",0,1,1,18,4,8,0,0,1,2,9,7
"ENSMUSG00000096721",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096722",0,0,1,4,5,3,1,1,0,3,4,1
"ENSMUSG00000096724",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096726",8,11,10,6,2,3,13,15,12,8,8,0
"ENSMUSG00000096727",1694,2047,1905,6263,5938,6572,2207,2068,2765,5198,4664,4491
"ENSMUSG00000096728",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096729",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096730",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096731",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096732",0,0,0,0,2,0,0,0,0,1,1,0
"ENSMUSG00000096733",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096734",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096735",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096736",0,0,1,0,7,4,0,0,0,1,1,0
"ENSMUSG00000096737",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096738",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096740",145,183,222,471,417,571,258,203,314,415,620,533
"ENSMUSG00000096741",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096742",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096743",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096744",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096745",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000096746",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096747",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096748",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096749",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096750",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096751",1,6,9,11,24,40,9,7,12,16,13,10
"ENSMUSG00000096753",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096755",3,4,5,4,5,3,2,5,6,0,1,2
"ENSMUSG00000096756",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096757",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096758",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096759",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096760",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096761",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096763",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096764",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096765",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096766",1,0,0,1,1,0,1,0,1,1,1,2
"ENSMUSG00000096767",0,0,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000096768",1,0,0,0,0,5,0,3,0,0,1,0
"ENSMUSG00000096769",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096770",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096771",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096772",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096773",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096774",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096775",0,0,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00000096776",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096777",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096779",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096780",100,133,188,118,120,132,234,161,206,137,131,141
"ENSMUSG00000096782",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096784",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096785",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096786",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096788",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096789",0,1,2,4,1,1,1,1,1,1,4,1
"ENSMUSG00000096790",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096791",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096792",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096793",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096794",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096795",7,9,12,33,35,25,17,5,15,19,42,23
"ENSMUSG00000096796",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096797",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096798",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096799",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096800",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000096801",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096802",0,0,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000096803",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096804",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096805",0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000096806",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000096807",3,1,1,15,10,8,5,3,2,8,12,9
"ENSMUSG00000096808",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096809",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096810",6,4,4,2,1,1,2,6,8,2,2,0
"ENSMUSG00000096811",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096812",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096813",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096814",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096815",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096817",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096818",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096819",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096820",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096821",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096822",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096823",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096824",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096825",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096826",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096827",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096828",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096829",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096830",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000096831",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096832",0,0,0,1,0,1,0,0,0,1,5,1
"ENSMUSG00000096833",0,0,0,0,135,1147,0,0,0,304,0,27
"ENSMUSG00000096834",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096835",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096838",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096839",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096840",0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000096841",9,10,32,1,1,1,14,7,24,1,1,0
